brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,Categoria_MarcaModelo,idade_carro,idade_quilometragem,km_por_ano,marca_modelo,cc
BMW,428 i xDrive,2015,125000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15000,240.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,304,120.0,3,8.999999999899956,1124999.9999874944,13888.88888904328,BMW 428 i xDrive,5
Mazda,CX-50 2.5 Turbo Premium Package,2023,16200,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,36900,227.0,2.5,4.0,24.0,6.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,52,90.8,3,0.9999999998999556,16199.99999837928,16200.00000162072,Mazda CX-50 2.5 Turbo Premium Package,22
Jeep,Wrangler Sport,2017,38200,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,29500,285.0,3.6,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,13,108,79.16666666666667,5,6.999999999899956,267399.9999961783,5457.142857220851,Jeep Wrangler Sport,15
Volkswagen,Arteon 2.0T SEL R-Line,2020,15500,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,30000,268.0,2.0,4.0,24.0,8.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,43,134.0,3,3.999999999899956,61999.99999844931,3875.000000096918,Volkswagen Arteon 2.0T SEL R-Line,22
BMW,M4 Base,2015,26600,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,53000,425.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,14,304,141.66666666666666,6,8.999999999899956,239399.9999973388,2955.55555558841,BMW M4 Base,2
Ford,F-250 XLT,2017,29719,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,31000,385.0,6.2,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,10,311,62.096774193548384,2,6.999999999899956,208032.9999970268,4245.571428632106,Ford F-250 XLT,16
Volvo,XC90 T6 Momentum,2018,110380,Gasoline,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,At least 1 accident or damage reported,Yes,22000,316.0,2.0,4.0,24.0,7.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,26,158.0,3,5.999999999899956,662279.9999889571,18396.66666697341,Volvo XC90 T6 Momentum,13
BMW,X5 M50i,2021,28898,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Orange,None reported,Yes,71000,523.0,4.4,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,304,118.86363636363636,2,2.999999999899956,86693.99999710891,9632.666666987898,BMW X5 M50i,7
BMW,X7 xDrive40i,2020,46000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,54999,335.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,9,304,111.66666666666669,6,3.999999999899956,183999.999995398,11500.000000287628,BMW X7 xDrive40i,2
Mazda,MX-5 Miata RF Club,2022,7250,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,35619,181.0,2.0,4.0,24.0,6.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,52,90.5,3,1.999999999899956,14499.999999274678,3625.0000001813305,Mazda MX-5 Miata RF Club,22
Nissan,Murano SL,2005,125500,Gasoline,245.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Beige,None reported,Yes,3950,245.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,94,70.0,5,18.99999999989996,2384499.9999874444,6605.263157929517,Nissan Murano SL,11
Nissan,Juke SL,2012,74750,Gasoline,188.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,12500,188.0,1.6,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,94,117.5,3,11.999999999899956,896999.9999925217,6229.166666718599,Nissan Juke SL,5
Audi,S6 4.0T,2016,91188,Gasoline,450.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,29995,450.0,4.0,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,146,112.5,2,7.999999999899956,729503.9999908771,11398.500000142543,Audi S6 4.0T,7
Buick,LaCrosse Leather,2012,19079,Hybrid,182.0HP 2.4L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,6-Speed A/T,Gold,Beige,None reported,Yes,15995,182.0,2.4,4.0,24.0,6.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,21,75.83333333333334,3,11.999999999899956,228947.99999809125,1589.916666679922,Buick LaCrosse Leather,5
Pontiac,Solstice GXP,2007,25718,Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,17900,260.0,2.0,4.0,24.0,7.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,13,130.0,3,16.999999999899956,437205.9999974271,1512.8235294206677,Pontiac Solstice GXP,5
Cadillac,Escalade ESV Sport,2021,36500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,85000,420.0,6.2,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,92,67.74193548387096,2,2.999999999899956,109499.99999634836,12166.666667072404,Cadillac Escalade ESV Sport,16
Mercedes-Benz,SL-Class SL500 Roadster,2004,35400,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,Yes,24900,302.0,5.0,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,251,60.4,2,19.99999999989996,707999.9999964584,1770.000000008854,Mercedes-Benz SL-Class SL500 Roadster,3
Chevrolet,Silverado 2500 High Country,2022,16000,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,73995,445.0,6.6,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,243,67.42424242424242,2,1.999999999899956,31999.99999839929,8000.000000400178,Chevrolet Silverado 2500 High Country,4
Mercedes-Benz,SL-Class SL 550,2013,115000,Gasoline,429.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,36000,429.0,4.6,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,9,251,93.2608695652174,2,10.999999999899956,1264999.999988495,10454.545454640538,Mercedes-Benz SL-Class SL 550,4
Toyota,Camry Hybrid XLE,2014,94448,Hybrid,200.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,None reported,Yes,15999,200.0,2.5,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,144,80.0,3,9.999999999899956,944479.999990551,9444.80000009449,Toyota Camry Hybrid XLE,5
Cadillac,Escalade ESV Luxury,2016,146200,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,24500,420.0,6.2,8.0,24.0,8.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,92,67.74193548387096,2,7.999999999899956,1169599.9999853736,18275.000000228534,Cadillac Escalade ESV Luxury,16
RAM,1500 Classic Warlock,2019,19000,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,At least 1 accident or damage reported,No,33242,311.0,3.6,6.0,24.0,8.0,0,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,mau,1,74,86.38888888888889,5,4.999999999899956,94999.99999809916,3800.0000000760338,RAM 1500 Classic Warlock,8
Ford,F-250 Lariat,2011,153818,Diesel,400.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,29800,400.0,6.7,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,11,311,59.70149253731344,2,12.999999999899956,1999633.9999846115,11832.153846244904,Ford F-250 Lariat,4
Porsche,Cayenne AWD,2020,34580,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,56000,335.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,163,111.66666666666669,6,3.999999999899956,138319.99999654046,8645.000000216221,Porsche Cayenne AWD,2
Toyota,Yaris Base,2010,138071,Gasoline,106.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None reported,Yes,5000,106.0,1.5,4.0,24.0,5.0,2,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,144,70.66666666666667,3,13.999999999899956,1932993.9999861869,9862.21428578476,Toyota Yaris Base,5
Honda,Civic EX,2008,190640,Gasoline,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Silver,At least 1 accident or damage reported,Yes,5500,140.0,1.8,4.0,24.0,5.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,6,53,77.77777777777777,3,15.999999999899956,3050239.9999809274,11915.000000074502,Honda Civic EX,9
Nissan,GT-R Premium,2009,88000,Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,At least 1 accident or damage reported,Yes,57000,480.0,3.8,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,7,94,126.31578947368422,6,14.999999999899956,1319999.9999911962,5866.666666705795,Nissan GT-R Premium,20
BMW,X6 M50i,2022,22500,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,74999,523.0,4.4,8.0,24.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,304,118.86363636363636,2,1.999999999899956,44999.999997749,11250.00000056275,BMW X6 M50i,7
Ford,Mustang V6,2016,87248,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,19999,300.0,3.7,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,311,81.08108108108108,5,7.999999999899956,697983.9999912713,10906.000000136386,Ford Mustang V6,15
Toyota,4Runner Limited Nightshade,2019,48842,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,White,Black,At least 1 accident or damage reported,Yes,39857,311.0,4.0,6.0,24.0,5.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,144,77.75,5,4.999999999899956,244209.99999511364,9768.400000195456,Toyota 4Runner Limited Nightshade,20
BMW,528 i,2015,111000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,15000,240.0,2.0,4.0,24.0,8.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,304,120.0,3,8.999999999899956,998999.999988895,12333.333333470431,BMW 528 i,13
Audi,S5 3.0T Premium Plus,2014,151400,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,15400,333.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,146,111.0,6,9.999999999899956,1513999.9999848532,15140.000000151467,Audi S5 3.0T Premium Plus,15
Hyundai,Genesis Coupe 3.8 Track,2013,89000,Gasoline,344.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,12500,344.0,3.8,6.0,24.0,6.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,52,90.52631578947368,5,10.999999999899956,978999.999991096,8090.909090982677,Hyundai Genesis Coupe 3.8 Track,20
Mercedes-Benz,E-Class E500,2005,153460,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Gold,At least 1 accident or damage reported,Yes,5800,302.0,5.0,8.0,24.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,251,60.4,2,18.99999999989996,2915739.999984647,8076.842105305686,Mercedes-Benz E-Class E500,23
Audi,Q5 2.0T Premium Plus,2013,111773,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,Beige,None reported,Yes,17000,211.0,2.0,4.0,24.0,8.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,146,105.5,3,10.999999999899956,1229502.9999888178,10161.181818274234,Audi Q5 2.0T Premium Plus,5
Chevrolet,Cruze LT,2012,148377,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,No,5500,138.0,1.4,4.0,24.0,6.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,243,98.57142857142858,3,11.999999999899956,1780523.9999851556,12364.750000103086,Chevrolet Cruze LT,5
BMW,M5 Base,2015,27000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,52500,560.0,4.4,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,11,304,127.27272727272728,2,8.999999999899956,242999.9999972988,3000.000000033348,BMW M5 Base,7
Tesla,Model S 100D,2018,65000,Elétrico,518.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,41000,518.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,75,148.0,6,5.999999999899956,389999.9999934971,10833.333333513969,Tesla Model S 100D,2
Toyota,Corolla LE,2016,17500,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,Yes,15100,132.0,1.8,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,144,73.33333333333333,3,7.999999999899956,139999.99999824923,2187.500000027356,Toyota Corolla LE,5
BMW,328 i,2011,67500,Gasoline,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,Yes,18000,230.0,3.0,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,304,76.66666666666667,5,12.999999999899956,877499.999993247,5192.307692347651,BMW 328 i,15
Lexus,ES 350 Base,2016,119850,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,19000,268.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,11,131,76.57142857142857,5,7.999999999899956,958799.9999880096,14981.250000187349,Lexus ES 350 Base,15
Chevrolet,Tahoe LT,2009,104733,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,15000,320.0,5.3,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,243,60.37735849056604,2,14.999999999899956,1570994.9999895222,6982.200000046569,Chevrolet Tahoe LT,3
Land,Rover Discovery HSE LUXURY,2017,57918,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,33500,340.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,107,113.33333333333331,6,6.999999999899956,405425.9999942056,8274.000000118253,Land Rover Discovery HSE LUXURY,15
BMW,330 i xDrive,2017,59203,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,23000,248.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,304,124.0,3,6.999999999899956,414420.9999940771,8457.571428692305,BMW 330 i xDrive,22
Nissan,GT-R Premium,2020,16010,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,114000,565.0,3.8,6.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,94,148.6842105263158,6,3.999999999899956,64039.999998398285,4002.500000100107,Nissan GT-R Premium,2
Chevrolet,Impala 2LZ,2018,71312,Gasoline,305.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,17899,305.0,3.6,6.0,24.0,6.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,243,84.72222222222221,5,5.999999999899956,427871.9999928656,11885.333333531513,Chevrolet Impala 2LZ,15
Alfa,Romeo Stelvio Ti,2020,41000,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,32400,280.0,2.0,4.0,24.0,8.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,16,140.0,3,3.999999999899956,163999.99999589816,10250.000000256365,Alfa Romeo Stelvio Ti,22
Tesla,Model 3 Long Range,2018,24360,Elétrico,271.0HP Electric Motor Electric Fuel System,A/T,Black,White,None reported,Yes,31500,271.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,9,75,77.42857142857143,5,5.999999999899956,146159.9999975629,4060.000000067697,Tesla Model 3 Long Range,15
BMW,330 330i xDrive,2019,19473,Gasoline,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,Automatic,Alpine White,Canberra Beige,None reported,No,31698,311.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,304,155.5,3,4.999999999899956,97364.99999805183,3894.600000077927,BMW 330 330i xDrive,1
Porsche,911 Carrera GTS,2022,1837,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Aventurine Green Metallic,Agave Green,None reported,No,179900,311.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Baixa Frequência int_col,Baixa Frequência ext_col,avg,2,163,103.66666666666669,6,1.999999999899956,3673.9999998162175,918.5000000459454,Porsche 911 Carrera GTS,8
Porsche,Cayenne Turbo S,2014,99100,Gasoline,550.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,32000,550.0,4.8,8.0,24.0,8.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,163,114.58333333333334,2,9.999999999899956,990999.9999900856,9910.000000099144,Porsche Cayenne Turbo S,7
Toyota,Tundra Limited,2010,89400,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,26900,381.0,5.7,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,144,66.84210526315789,2,13.999999999899956,1251599.999991056,6385.714285759918,Toyota Tundra Limited,3
Ford,F-150 XL,2014,27300,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,21500,365.0,3.5,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,311,104.28571428571428,5,9.999999999899956,272999.9999972688,2730.000000027312,Ford F-150 XL,15
Tesla,Model S 100D,2018,33500,Elétrico,518.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,51900,518.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,75,148.0,6,5.999999999899956,200999.9999966485,5583.33333342643,Tesla Model S 100D,2
Dodge,Durango SRT,2018,78000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,44700,475.0,6.4,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,72,74.21875,2,5.999999999899956,467999.99999219656,13000.000000216764,Dodge Durango SRT,4
Lexus,IS 350 F Sport,2023,20121,Gasoline,311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Red,None reported,Yes,47124,311.0,3.5,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,131,88.85714285714286,5,0.9999999998999556,20120.999997987004,20121.000002013,Lexus IS 350 F Sport,15
Mercedes-Benz,G-Class G 550 4MATIC,2016,96000,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,Yes,65000,416.0,4.0,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,9,251,104.0,2,7.999999999899956,767999.9999903957,12000.000000150068,Mercedes-Benz G-Class G 550 4MATIC,7
Land,Rover LR4 HSE,2013,79800,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,29990,375.0,5.0,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,107,75.0,2,10.999999999899956,877799.9999920165,7254.545454611434,Land Rover LR4 HSE,3
Nissan,Versa 1.8 S,2011,109902,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,4500,122.0,1.8,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,94,67.77777777777777,3,12.999999999899956,1428725.9999890048,8454.00000006506,Nissan Versa 1.8 S,5
Chevrolet,Silverado 2500 WT,2018,141195,E85 Flex Fuel,6.0L V8 16V MPFI OHV Flexible Fuel,6-Speed Automatic,Summit White,Dark Ash,None reported,No,28499,311.0,6.0,8.0,16.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Baixa Frequência int_col,Alta Frequência ext_col,avg,2,243,51.833333333333336,2,5.999999999899956,847169.9999858743,23532.50000039238,Chevrolet Silverado 2500 WT,17
Dodge,Ram Van 1500,2002,70000,Gasoline,175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,8000,175.0,3.9,6.0,24.0,7.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,72,44.87179487179488,5,21.99999999989996,1539999.999992997,3181.818181832651,Dodge Ram Van 1500,9
Jeep,Gladiator Overland,2021,4100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,55000,285.0,3.6,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,7,108,79.16666666666667,5,2.999999999899956,12299.999999589818,1366.6666667122424,Jeep Gladiator Overland,15
Ford,Escape SE,2017,71924,Gasoline,179.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,13700,179.0,1.5,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,311,119.33333333333331,3,6.999999999899956,503467.9999928044,10274.857143003992,Ford Escape SE,22
Ford,Flex SEL,2011,149000,Gasoline,262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Beige,None reported,Yes,7999,262.0,3.5,6.0,24.0,6.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,311,74.85714285714286,5,12.999999999899956,1936999.9999850933,11461.538461626666,Ford Flex SEL,11
RAM,1500 Laramie,2022,15607,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Billet Silver Metallic Clearcoat,Black,None reported,No,45999,311.0,5.7,8.0,16.0,8.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,15,74,54.56140350877193,2,1.999999999899956,31213.99999843861,7803.500000390349,RAM 1500 Laramie,17
Bentley,Bentayga S,2023,2600,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Beluga Black,Hotspur,None reported,Yes,239995,311.0,4.0,8.0,32.0,8.0,0,Média Frequência Marca,Baixa Frequência Modelo,Baixa Frequência int_col,Alta Frequência ext_col,bom,1,28,77.75,5,0.9999999998999556,2599.9999997398845,2600.0000002601155,Bentley Bentayga S,10
