brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,Categoria_MarcaModelo,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,idade_carro,idade_quilometragem,km_por_ano,cc
Toyota,Corolla CE,2008,170000,Gasoline,126.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,5199,126.0,1.8,4.0,24.0,7.0,2,0,0,0,0,0,bom,1,131,70.0,15.999999999899956,2719999.9999829927,10625.000000066435,0
Alfa,Romeo Giulia Ti,2017,56910,Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,No,23000,280.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,avg,5,16,140.0,6.999999999899956,398369.9999943065,8130.000000116194,2
Jeep,Gladiator Freedom,2021,30630,Gasoline,3.6 Liter,Automatic,Hydro Blue Pearlcoat,Black,None reported,No,39998,311.0,3.6,6.0,24.0,7.0,3,3,4,12,9,1,avg,1,99,86.38888888888889,2.9999999998999556,91889.99999693564,10210.000000340484,2
Tesla,Model X Performance,2020,25535,Elétrico,778.0HP Electric Motor Electric Fuel System,A/T,White,Beige,None reported,Yes,68969,778.0,3.5,6.0,24.0,7.0,1,3,3,5,6,2,bom,1,47,222.28571428571428,3.9999999998999556,102139.99999744537,6383.7500001596645,2
BMW,328 i,2015,109330,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,13349,240.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,2,297,120.0,8.999999999899956,983969.9999890622,12147.777777912814,1
Nissan,Versa 1.8 S,2011,165000,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,4000,122.0,1.8,4.0,24.0,7.0,2,0,0,13,0,0,bom,2,84,67.77777777777777,12.999999999899956,2144999.999983493,12692.30769240537,1
Lexus,GX 460 Premium,2020,22466,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,45900,301.0,4.6,8.0,24.0,6.0,1,1,5,6,2,4,bom,6,125,65.43478260869566,3.9999999998999556,89863.9999977524,5616.500000140475,3
Lincoln,MKC Reserve,2016,100000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,None reported,Yes,24000,240.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,2,34,120.0,7.999999999899956,799999.9999899955,12500.00000015632,1
Dodge,Charger SRT8,2008,98231,Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,15500,425.0,6.1,8.0,24.0,5.0,1,1,5,6,2,4,avg,1,65,69.67213114754098,15.999999999899956,1571695.9999901725,6139.437500038389,0
Volkswagen,Jetta SportWagen SE,2012,107000,Gasoline,170.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,9499,170.0,2.5,5.0,24.0,7.0,2,0,0,0,0,0,bom,1,42,68.0,11.999999999899956,1283999.9999892951,8916.666666741005,1
Tesla,Model Y Performance,2023,6188,Elétrico,455.0HP Electric Motor Electric Fuel System,A/T,Gray,White,None reported,Yes,53900,455.0,3.5,6.0,24.0,7.0,3,3,3,14,1,6,bom,4,47,130.0,0.9999999998999556,6187.999999380925,6188.000000619075,2
Ford,Mustang SVT Cobra,2003,97496,Gasoline,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,None reported,No,24500,390.0,4.6,8.0,24.0,6.0,1,1,5,6,2,4,avg,2,224,84.78260869565219,20.999999999899956,2047415.999990246,4642.666666688784,0
Lincoln,MKC Base,2015,95000,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,14900,240.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,avg,1,34,120.0,8.999999999899956,854999.9999904957,10555.555555672892,1
Chevrolet,Suburban LT,2017,98888,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,29000,311.0,6.0,8.0,24.0,7.0,1,1,5,16,2,2,avg,8,190,51.833333333333336,6.999999999899956,692215.9999901068,14126.857143059045,3
Maserati,Ghibli S Q4,2016,1000,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Red,None reported,Yes,36000,404.0,3.0,6.0,24.0,7.0,3,3,4,14,1,6,bom,6,28,134.66666666666666,7.999999999899956,7999.999999899956,125.0000000015632,2
Volkswagen,Jetta GLX VR6,2002,121800,Gasoline,174.0HP 2.8L V6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,4300,174.0,2.8,6.0,24.0,5.0,3,2,2,4,5,1,bom,1,42,62.142857142857146,21.999999999899956,2679599.9999878146,5536.363636388813,0
Land,Rover Range Rover Evoque S,2020,40237,Gasoline,2.0 Liter,Automatic,Carpathian Grey Premium Metallic,Cloud,None reported,No,36998,311.0,2.0,6.0,24.0,7.0,3,3,4,14,1,1,avg,1,102,155.5,3.9999999998999556,160947.9999959745,10059.250000251594,2
Dodge,Durango SRT 392,2021,17000,Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,65000,475.0,6.4,8.0,24.0,7.0,1,1,5,16,4,2,bom,2,65,74.21875,2.9999999998999556,50999.999998299245,5666.666666855639,3
Toyota,Sequoia SR5,2013,138700,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,At least 1 accident or damage reported,Yes,18800,381.0,5.7,8.0,24.0,7.0,1,1,5,16,2,2,avg,3,131,66.84210526315789,10.999999999899956,1525699.9999861238,12609.090909205588,3
Porsche,911 Carrera C4S,2006,65000,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,No,43000,355.0,3.8,6.0,24.0,6.0,3,2,2,4,5,1,avg,1,159,93.42105263157895,17.999999999899956,1169999.999993497,3611.1111111311816,1
Audi,SQ5 3.0T Premium Plus,2016,60000,Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,24700,354.0,3.0,6.0,24.0,7.0,3,3,4,12,1,1,avg,3,139,118.0,7.999999999899956,479999.99999399733,7500.000000093792,2
Cadillac,Escalade ESV Base,2009,152068,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,12350,403.0,6.2,8.0,24.0,6.0,1,1,5,6,2,4,avg,2,77,65.0,14.999999999899956,2281019.9999847864,10137.866666734282,0
Porsche,Panamera GTS,2015,39500,Gasoline,440.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,52590,440.0,4.8,8.0,24.0,7.0,1,1,5,8,4,2,bom,1,159,91.66666666666667,8.999999999899956,355499.9999960482,4388.888888937676,3
Mitsubishi,Lancer Evolution GSR,2013,76500,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,28000,291.0,2.0,4.0,24.0,5.0,2,2,2,2,7,0,bom,2,17,145.5,10.999999999899956,841499.9999923466,6954.545454608706,1
Genesis,GV70 3.5T Sport,2022,8730,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,8-Speed Automatic,Alta White,Red,None reported,No,48219,311.0,3.5,6.0,24.0,8.0,0,3,4,10,9,6,avg,4,18,88.85714285714286,1.9999999998999556,17459.999999126612,4365.000000218347,2
Mercedes-Benz,S-Class S 560 4MATIC,2019,49500,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,55900,463.0,4.0,8.0,24.0,7.0,1,1,3,8,4,2,bom,4,194,115.75,4.999999999899956,247499.9999950478,9900.000000198088,3
Dodge,Challenger R/T,2014,92861,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,None reported,Yes,19750,375.0,5.7,8.0,24.0,5.0,1,1,5,6,2,4,bom,3,65,65.78947368421052,9.999999999899956,928609.9999907098,9286.100000092902,3
RAM,1500 Tradesman/Express,2017,26269,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Bright White Clearcoat,Black,At least 1 accident or damage reported,No,25307,311.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,mau,3,74,86.38888888888889,6.999999999899956,183882.99999737192,3752.7142857679196,2
Chrysler,300 S,2016,100574,Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,17500,300.0,3.6,6.0,24.0,8.0,0,3,4,10,9,6,avg,3,22,83.33333333333333,7.999999999899956,804591.9999899381,12571.750000157217,1
GMC,Sierra 2500 AT4,2020,52673,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Beige,None reported,Yes,69500,445.0,6.6,8.0,24.0,6.0,1,1,5,6,2,4,bom,2,55,67.42424242424242,3.9999999998999556,210691.99999473037,13168.250000329352,3
Mazda,CX-5 Grand Touring,2021,24781,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Machine Gray Metallic,Black,None reported,No,28991,311.0,2.5,4.0,16.0,6.0,2,2,1,7,3,3,avg,3,52,124.4,2.9999999998999556,74342.9999975208,8260.3333336088,2
Dodge,Ram 1500 ST,2011,188000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,At least 1 accident or damage reported,Yes,8500,210.0,3.7,6.0,24.0,7.0,3,0,4,3,9,1,avg,4,65,56.75675675675675,12.999999999899956,2443999.9999811915,14461.538461649754,0
Mazda,CX-9 Grand Touring,2021,46707,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Sonic Silver Metallic,Black,At least 1 accident or damage reported,Yes,32541,311.0,2.5,4.0,16.0,6.0,2,2,1,7,3,3,avg,2,52,124.4,2.9999999998999556,140120.99999532723,15569.000000519198,2
Jeep,Gladiator Rubicon,2020,27981,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,47500,285.0,3.6,6.0,24.0,7.0,3,3,4,12,9,1,bom,4,99,79.16666666666667,3.9999999998999556,111923.99999720066,6995.250000174959,2
Karma,Revero Base,2018,20760,Elétrico,403.0HP 2.0L Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,55500,403.0,2.0,6.0,24.0,7.0,3,3,3,14,1,6,bom,1,1,201.5,5.999999999899956,124559.99999792308,3460.0000000576924,2
Mazda,CX-9 Signature,2018,19500,Gasoline,227.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,32250,227.0,2.5,4.0,24.0,7.0,2,0,0,0,0,0,bom,2,52,90.8,5.999999999899956,116999.99999804914,3250.000000054191,1
BMW,M760 M760i xDrive,2020,23430,Gasoline,6.6 Liter Twin Turbo,Automatic,White,Black,None reported,No,80998,311.0,6.6,6.0,24.0,7.0,1,1,5,16,2,2,avg,1,297,47.121212121212125,3.9999999998999556,93719.99999765596,5857.500000146502,3
Mercedes-Benz,AMG G AMG G 63 4MATIC,2016,32936,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,90000,563.0,5.5,8.0,24.0,7.0,1,1,3,8,4,2,avg,1,194,102.36363636363636,7.999999999899956,263487.9999967049,4117.000000051486,3
GMC,Acadia SLE,2021,26000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,30900,228.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,1,55,114.0,2.9999999998999556,77999.99999739885,8666.666666955683,2
Lexus,LX 570 Three-Row,2021,21000,Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,89999,383.0,5.7,8.0,24.0,7.0,1,1,5,16,2,2,bom,6,125,67.19298245614034,2.9999999998999556,62999.99999789907,7000.000000233437,3
Mercedes-Benz,Metris Base,2020,14000,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,48000,208.0,2.0,4.0,24.0,7.0,2,0,0,0,0,0,bom,3,194,104.0,3.9999999998999556,55999.99999859938,3500.000000087539,2
Nissan,Titan XD S,2019,53677,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Gray,None reported,Yes,27900,390.0,5.6,8.0,24.0,7.0,1,1,5,16,2,2,bom,1,84,69.64285714285715,4.999999999899956,268384.99999462994,10735.400000214804,3
Mercedes-Benz,C-Class C 250 Sport,2014,70612,Gasoline,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,14500,201.0,1.8,4.0,24.0,7.0,2,0,0,17,0,0,bom,1,194,111.66666666666666,9.999999999899956,706119.9999929357,7061.200000070643,1
GMC,Yukon XL SLT,2017,110000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,34999,355.0,5.3,8.0,24.0,7.0,1,1,5,16,2,2,avg,6,55,66.9811320754717,6.999999999899956,769999.9999889951,15714.285714510304,3
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,61675,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,19000,208.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,avg,1,194,104.0,8.999999999899956,555074.9999938298,6852.777777853954,1
Hyundai,Genesis Coupe 3.8 Track,2011,75000,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,At least 1 accident or damage reported,Yes,12000,306.0,3.8,6.0,24.0,7.0,3,3,4,12,9,1,avg,3,49,80.52631578947368,12.999999999899956,974999.9999924967,5769.230769275167,1
Lexus,IS 300 Base,2017,68871,Gasoline,255.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Red,None reported,Yes,28450,255.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,bom,3,125,72.85714285714286,6.999999999899956,482096.99999310984,9838.714285854901,1
Audi,allroad 2.0T Prestige,2013,104457,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,17900,211.0,2.0,4.0,24.0,8.0,2,0,0,17,0,0,bom,1,139,105.5,10.999999999899956,1149026.9999895496,9496.090909177276,1
Hyundai,Santa Fe SE,2022,13610,Gasoline,2.5L I4 16V PDI DOHC,8-Speed Automatic,Stormy Sea,Black,None reported,No,27450,311.0,2.5,4.0,16.0,8.0,2,3,1,7,3,3,avg,3,49,124.4,1.9999999998999556,27219.999998638395,6805.000000340401,2
Chevrolet,Corvette Base,2008,51855,Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Red,None reported,Yes,35900,430.0,6.2,8.0,24.0,6.0,1,1,5,6,2,4,bom,15,190,69.35483870967742,15.999999999899956,829679.9999948122,3240.937500020265,3
Mazda,MX-5 Miata Base,2003,9260,Gasoline,142.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,White,Beige,None reported,Yes,22000,142.0,1.8,4.0,24.0,5.0,2,2,2,2,7,0,bom,4,52,78.88888888888889,20.999999999899956,194459.9999990736,440.95238095448167,1
Kia,Telluride EX,2022,14676,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Dark Moss,Gray,None reported,No,46787,311.0,3.8,6.0,24.0,8.0,0,3,4,10,9,6,avg,2,61,81.8421052631579,1.9999999998999556,29351.999998531748,7338.000000367063,2
BMW,X3 sDrive30i,2021,12800,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Blue,None reported,Yes,39990,248.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,1,297,124.0,2.9999999998999556,38399.99999871943,4266.666666808952,2
Dodge,Durango GT,2020,49000,Gasoline,295.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,40000,295.0,3.6,6.0,24.0,7.0,3,3,4,12,9,1,bom,5,65,81.94444444444444,3.9999999998999556,195999.9999950978,12250.000000306387,2
Cadillac,ATS 2.0L Turbo Luxury,2016,83000,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Beige,None reported,Yes,16500,272.0,2.0,4.0,24.0,8.0,2,3,0,17,0,0,bom,1,77,136.0,7.999999999899956,663999.9999916963,10375.000000129745,2
Ford,Shelby GT350 Base,2018,18515,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,60867,526.0,5.2,8.0,24.0,6.0,1,1,5,6,4,4,avg,2,224,101.15384615384615,5.999999999899956,111089.99999814767,3085.833333384787,3
RAM,1500 Limited,2019,87768,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,Yes,44000,395.0,5.7,8.0,24.0,7.0,1,1,5,16,2,2,bom,4,74,69.29824561403508,4.999999999899956,438839.9999912193,17553.600000351227,3
Porsche,911 Carrera S Cabriolet,2007,28844,Gasoline,3.8L H6 24V MPFI DOHC,6-Speed Manual,White,Beige,None reported,No,69995,311.0,3.8,6.0,24.0,6.0,3,2,2,4,5,1,avg,1,159,81.8421052631579,16.999999999899956,490347.9999971143,1696.7058823629263,1
Toyota,Land Cruiser Base,2000,209193,Gasoline,230.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,15900,230.0,4.7,8.0,24.0,7.0,3,1,5,16,2,1,bom,6,131,48.93617021276596,23.999999999899956,5020631.999979071,8716.375000036334,0
GMC,Acadia Denali,2015,74864,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,Yes,19780,288.0,3.6,6.0,24.0,7.0,3,3,4,1,9,1,bom,1,55,80.0,8.999999999899956,673775.9999925103,8318.222222314687,1
Lexus,RX 350 F Sport,2023,5483,Gasoline,2.4L I4 16V PDI DOHC Turbo,8-Speed Automatic,Ultra White,Black,None reported,No,59950,311.0,2.4,4.0,16.0,8.0,2,3,1,7,3,3,avg,3,125,129.58333333333334,0.9999999998999556,5482.9999994514565,5483.0000005485435,2
Acura,TLX Tech,2023,2118,Gasoline,2.0 Liter DOHC Turbo,Automatic,Red,Black,None reported,No,41998,311.0,2.0,6.0,24.0,7.0,3,3,4,14,1,1,avg,1,37,155.5,0.9999999998999556,2117.999999788106,2118.000000211894,2
Lexus,RX 350 F Sport,2017,53649,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,None reported,Yes,33000,295.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,3,125,84.28571428571429,6.999999999899956,375542.99999463273,7664.142857252394,1
Chevrolet,Corvette Stingray w/2LT,2021,3053,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,83900,490.0,6.2,8.0,24.0,7.0,1,1,5,8,4,2,bom,10,190,79.03225806451613,2.9999999998999556,9158.999999694564,1017.666666700604,3
Subaru,Impreza 2.0i Sport,2017,44000,Gasoline,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,23500,152.0,2.0,4.0,24.0,5.0,2,2,2,2,7,0,bom,1,47,76.0,6.999999999899956,307999.99999559805,6285.714285804122,1
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,53000,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,None reported,Yes,47500,510.0,5.0,8.0,24.0,7.0,1,1,3,8,4,2,bom,2,102,102.0,6.999999999899956,370999.99999469763,7571.428571536782,3
Buick,Envision Preferred,2019,32000,Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,27000,197.0,2.5,4.0,24.0,7.0,2,0,0,0,0,0,bom,1,15,78.8,4.999999999899956,159999.99999679858,6400.000000128057,1
Chevrolet,Silverado 1500 RST,2020,26177,Gasoline,5.3L V8 16V GDI OHV,Automatic,Shadow Gray Metallic,Jet Black,None reported,No,41986,311.0,5.3,8.0,16.0,7.0,1,1,5,9,2,3,avg,1,190,58.67924528301887,3.9999999998999556,104707.99999738114,6544.250000163679,3
Nissan,Sentra SR,2016,96541,Gasoline,1.8 Liter,Automatic,Blue,Black,None reported,No,13998,311.0,1.8,6.0,24.0,7.0,3,3,0,14,1,1,avg,1,84,172.77777777777777,7.999999999899956,772327.9999903416,12067.625000150912,2
BMW,M5 Base,2013,86000,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,White,None reported,Yes,32000,560.0,4.4,8.0,24.0,7.0,1,1,3,8,6,2,bom,11,297,127.27272727272727,10.999999999899956,945999.9999913962,7818.181818252924,3
Lexus,ES 350 Base,2016,53900,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,None reported,Yes,27500,268.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,11,125,76.57142857142857,7.999999999899956,431199.9999946076,6737.5000000842565,1
Buick,Envision Essence,2020,27340,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,No,31700,311.0,2.5,4.0,16.0,6.0,2,2,1,7,3,3,avg,2,15,124.4,3.9999999998999556,109359.9999972648,6835.000000170951,2
Lexus,RX 350 F Sport Performance,2020,43277,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Caviar,Black,None reported,No,43599,311.0,3.5,6.0,24.0,8.0,0,3,4,10,9,6,avg,2,125,88.85714285714286,3.9999999998999556,173107.99999567037,10819.250000270602,2
BMW,740 i,2016,73000,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,23999,320.0,3.0,6.0,24.0,7.0,3,3,4,12,1,1,bom,2,297,106.66666666666667,7.999999999899956,583999.9999926968,9125.000000114112,1
GMC,Sierra 3500 SLE,2002,300000,Diesel,300.0HP 6.6L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,5000,300.0,6.6,8.0,24.0,5.0,1,1,5,6,2,4,avg,1,55,45.45454545454546,21.999999999899956,6599999.999969986,13636.363636425647,0
BMW,750 i,2018,81500,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,Yes,41250,445.0,4.4,8.0,24.0,8.0,1,1,3,8,4,2,bom,5,297,101.13636363636363,5.999999999899956,488999.9999918464,13583.333333559824,3
Hyundai,Equus Signature,2013,72000,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,17500,429.0,5.0,8.0,24.0,8.0,1,1,5,8,4,2,bom,3,49,85.8,10.999999999899956,791999.9999927968,6545.454545514076,3
Acura,MDX w/Technology Package,2023,3415,Gasoline,3.5 Liter SOHC,F,White,Parchment.,None reported,No,54998,311.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,avg,1,37,88.85714285714286,0.9999999998999556,3414.9999996583483,3415.0000003416517,2
Chevrolet,Camaro 1SS,2021,15000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,43500,455.0,6.2,8.0,24.0,6.0,1,1,5,6,2,4,bom,7,190,73.38709677419355,2.9999999998999556,44999.999998499334,5000.00000016674,3
Chevrolet,Suburban LT,2019,72000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,Yes,39000,355.0,5.3,8.0,24.0,7.0,1,1,5,16,2,2,avg,8,190,66.9811320754717,4.999999999899956,359999.9999927968,14400.000000288128,3
Porsche,Cayenne Diesel,2014,86818,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,33500,240.0,3.0,6.0,24.0,7.0,3,0,4,12,9,1,bom,2,159,80.0,9.999999999899956,868179.9999913144,8681.800000086856,1
INFINITI,Q40 Base,2015,143250,Gasoline,328.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,11500,328.0,3.7,6.0,24.0,7.0,3,3,4,12,9,1,bom,1,44,88.64864864864865,8.999999999899956,1289249.9999856686,15916.666666843597,1
Chevrolet,Corvette Base,2000,97500,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Yellow,Black,None reported,Yes,10000,345.0,5.7,8.0,24.0,6.0,1,1,5,6,2,4,bom,15,190,60.526315789473685,23.999999999899956,2339999.999990246,4062.500000016935,0
Lexus,IS 350 Base,2014,104000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,21000,306.0,3.5,6.0,24.0,8.0,0,3,4,10,9,6,bom,3,125,87.42857142857143,9.999999999899956,1039999.9999895954,10400.000000104046,1
Ford,Taurus SHO,2011,160000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,4700,365.0,3.5,6.0,24.0,7.0,3,3,4,12,1,1,bom,2,224,104.28571428571429,12.999999999899956,2079999.999983993,12307.692307787025,0
Mercedes-Benz,E-Class E 300,2019,32580,Gasoline,2.0 Liter Turbo,Automatic,Obsidian Black Metallic,Beige,None reported,No,33998,311.0,2.0,6.0,24.0,7.0,3,3,4,14,1,1,avg,1,194,155.5,4.999999999899956,162899.99999674055,6516.000000130378,2
BMW,M3 Competition xDrive,2023,3490,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,95580,503.0,3.0,6.0,24.0,8.0,0,3,3,14,6,6,bom,1,297,167.66666666666666,0.9999999998999556,3489.999999650845,3490.000000349155,2
BMW,M5 Base,2021,13250,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Aragon Brown,None reported,No,86900,311.0,4.4,8.0,32.0,8.0,0,1,4,11,8,5,avg,11,297,70.68181818181817,2.9999999998999556,39749.99999867441,4416.666666813954,3
